# ts: 1780645794.4138129
基金代码,基金简称,基金类型,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
008855,南方内需增长两年股票C,股票型,2026-06-04,1.2191,1.2191,0.82,-1.38,3.65,8.19,10.15,34.75,39.37,38.88,8.1,21.91,0.00%
021317,民生加银智选成长股票C,股票型,2026-06-04,1.6776,1.6776,-0.62,-2.33,-1.07,1.58,16.16,34.61,nan,nan,10.84,67.76,0.00%
001047,光大国企改革股票A,股票型,2026-06-04,1.667,1.667,-0.24,-1.01,-0.24,0.3,18.06,34.54,27.54,16.49,11.13,66.7,0.15%
006923,前海开源沪港深非周期股票A,股票型,2026-06-04,1.4554,1.4554,-0.72,2.56,3.98,2.62,-3.81,34.41,51.94,40.74,-1.74,45.54,0.15%
023188,景顺长城量化新动力股票C,股票型,2026-06-04,2.242,2.242,-0.31,-0.4,2.99,7.74,13.81,34.25,nan,nan,10.5,40.92,0.00%
019561,富国致航量化选股股票A,股票型,2026-06-04,1.4096,1.4096,-0.68,-3.35,-2.28,1.4,14.75,34.13,49.75,nan,9.25,40.96,0.15%
003053,嘉实文体娱乐股票A,股票型,2026-06-04,2.453,2.453,3.24,-3.23,12.57,20.54,25.67,34.12,63.42,12.57,21.56,145.3,0.15%
160919,大成产业升级股票(LOF)A,股票型,2026-06-04,3.7567,5.7427,0.39,-3.65,-2.46,0.22,11.9,33.94,31.5,28.35,8.74,254.7,0.15%
006924,前海开源沪港深非周期股票C,股票型,2026-06-04,1.4285,1.4285,-0.72,2.56,3.96,2.56,-3.93,33.91,50.91,39.56,-1.85,42.85,0.00%
005669,前海开源公用事业股票,股票型,2026-06-04,3.3858,3.3858,0.29,-1.17,5.6,1.2,6.56,33.68,35.08,25.39,6.05,238.58,0.15%
360001,光大量化股票A,股票型,2026-06-04,1.2856,3.7351,-0.3,-2.34,-1.15,-0.26,10.13,33.61,62.14,34.82,6.72,548.29,0.15%
007479,光大量化股票C,股票型,2026-06-04,1.3102,1.3127,-0.3,-2.35,-1.19,-0.37,9.92,33.57,63.01,34.59,6.54,38.06,0.00%
003054,嘉实文体娱乐股票C,股票型,2026-06-04,2.342,2.342,3.22,-3.22,12.49,20.35,25.37,33.45,61.74,10.89,21.28,134.2,0.00%
019562,富国致航量化选股股票C,股票型,2026-06-04,1.3886,1.3886,-0.68,-3.36,-2.33,1.25,14.42,33.34,47.96,nan,8.98,38.86,0.00%
019206,大成产业升级股票(LOF)C,股票型,2026-06-04,3.7058,3.7058,0.39,-3.66,-2.5,0.11,11.63,33.28,30.18,nan,8.52,27.3,0.00%
001104,华安新丝路主题股票A,股票型,2026-06-04,1.577,1.686,-0.13,-2.11,-0.19,-6.69,8.46,33.08,25.36,-2.11,4.23,65.03,0.15%
001849,前海开源强势共识100强股票,股票型,2026-06-04,1.567,1.567,0.71,-3.57,6.38,16.77,21.47,33.02,40.41,17.12,21.95,56.7,0.15%
011685,创金合信先进装备股票A,股票型,2026-06-04,1.6095,1.6095,0.09,-3.64,-6.7,-10.6,11.87,32.67,63.72,49.11,0.96,60.95,0.15%
001685,汇添富沪港深新价值股票,股票型,2026-06-04,1.394,1.394,-0.5,2.12,10.2,13.98,16.07,32.64,48.3,29.55,16.95,39.4,0.15%
519965,长信量化多策略股票A,股票型,2026-06-04,1.4053,1.9653,-0.76,-1.07,-1.31,7.32,14.26,32.5,42.66,38.49,10.01,117.43,0.15%
013505,华安新丝路主题股票C,股票型,2026-06-04,1.534,1.534,-0.07,-2.11,-0.26,-6.86,8.1,32.36,23.91,-3.82,4.0,-37.62,0.00%
011686,创金合信先进装备股票C,股票型,2026-06-04,1.566,1.566,0.08,-3.65,-6.74,-10.72,11.59,32.01,62.1,46.88,0.74,56.6,0.00%
001490,汇添富国企创新股票A,股票型,2026-06-04,2.014,2.014,0.5,1.46,4.62,1.87,18.96,31.89,18.26,12.58,13.98,101.4,0.15%
540006,汇丰晋信大盘股票A,股票型,2026-06-04,5.4109,5.4709,-1.15,-0.08,-4.96,-6.11,1.39,31.64,38.28,39.93,-1.35,473.26,0.15%
004858,长信量化多策略股票C,股票型,2026-06-04,1.3779,1.8579,-0.76,-1.09,-1.41,7.03,13.7,31.18,39.78,34.31,9.55,68.16,0.00%
015123,汇添富国企创新股票C,股票型,2026-06-04,1.963,1.963,0.51,1.5,4.58,1.76,18.68,31.13,16.91,10.65,13.73,-4.1,0.00%
019243,汇丰晋信大盘股票C,股票型,2026-06-04,5.3526,5.3526,-1.15,-0.1,-5.01,-6.23,1.17,31.06,37.07,nan,-1.54,40.76,0.00%
020901,招商成长量化选股股票A,股票型,2026-06-04,1.5703,1.5703,-1.58,-2.51,-3.87,-4.38,4.22,31.02,57.03,nan,-0.53,57.03,0.15%
007130,中庚小盘价值股票,股票型,2026-06-04,3.0979,3.0979,-0.75,-2.58,0.01,4.12,17.12,31.01,42.58,30.98,13.12,209.79,0.15%
001291,大摩量化多策略股票,股票型,2026-06-04,1.362,1.362,-0.51,-0.8,1.64,6.66,10.28,30.33,26.23,30.58,8.87,36.2,0.15%
001692,南方国策动力,股票型,2026-06-04,2.8797,2.9097,-0.87,-1.76,-4.69,-1.04,8.57,30.29,35.25,29.19,5.7,194.98,0.15%
020902,招商成长量化选股股票C,股票型,2026-06-04,1.5515,1.5515,-1.59,-2.53,-3.94,-4.53,3.9,30.24,55.15,nan,-0.79,55.15,0.00%
011328,景顺长城新能源产业股票A,股票型,2026-06-04,1.4799,1.4799,-0.64,-6.4,-3.15,0.86,9.1,29.92,64.67,35.65,7.01,47.99,0.15%
011329,景顺长城新能源产业股票C,股票型,2026-06-04,1.472,1.472,-0.63,-6.4,-3.16,0.83,9.05,29.78,64.32,35.23,6.96,47.2,0.00%
001917,招商量化精选股票A,股票型,2026-06-04,3.5524,3.6224,-1.2,-2.65,-3.41,-4.15,4.78,29.13,57.37,56.5,-0.43,277.93,0.15%
001719,工银国家战略股票,股票型,2026-06-04,2.316,2.316,-0.47,-1.24,2.21,11.45,9.45,28.81,28.17,2.98,8.48,131.6,0.15%
011793,建信智能汽车股票,股票型,2026-06-04,0.9982,0.9982,-0.42,-2.62,-4.2,3.67,5.22,28.39,46.02,29.69,3.5,-0.18,0.15%
007950,招商量化精选股票C,股票型,2026-06-04,3.4203,3.4203,-1.2,-2.66,-3.46,-4.3,4.46,28.36,55.5,53.71,-0.69,246.11,0.00%
010112,广发研究精选股票A,股票型,2026-06-04,0.6037,0.6037,-0.38,-3.13,-0.51,2.9,12.65,28.28,25.43,3.91,5.63,-39.63,0.15%
004716,中信保诚量化阿尔法股票A,股票型,2026-06-04,2.0397,2.1206,-0.62,-0.16,3.07,7.39,9.56,28.24,39.3,36.76,6.92,114.31,0.15%
011107,九泰天兴量化智选A,股票型,2026-06-04,1.0299,1.0299,-1.38,-0.22,-8.0,-7.31,3.87,27.81,26.38,21.02,2.53,2.99,0.15%
010113,广发研究精选股票C,股票型,2026-06-04,0.5904,0.5904,-0.37,-3.13,-0.54,2.8,12.44,27.79,24.43,2.66,5.45,-40.96,0.00%
010161,广发瑞安精选股票A,股票型,2026-06-04,1.0819,1.0819,-0.77,-2.65,-7.51,-7.55,-11.0,27.78,50.6,23.0,-9.83,8.19,0.15%
011295,中信保诚量化阿尔法股票C,股票型,2026-06-04,1.1779,1.1779,-0.62,-0.17,3.03,7.29,9.34,27.73,38.19,35.13,6.74,17.79,0.00%
011108,九泰天兴量化智选C,股票型,2026-06-04,1.0249,1.0249,-1.38,-0.22,-8.01,-7.34,3.82,27.67,26.13,20.65,2.49,2.49,0.00%
001703,银华沪港深增长股票A,股票型,2026-06-04,2.419,2.489,1.43,1.81,-1.31,-0.98,7.46,27.12,28.19,26.72,8.38,157.39,0.15%
008294,朱雀企业优胜A,股票型,2026-06-04,1.709,1.709,-0.05,-2.91,6.06,14.69,16.38,27.08,49.68,31.84,17.23,70.9,0.15%
010162,广发瑞安精选股票C,股票型,2026-06-04,1.0568,1.0568,-0.76,-2.65,-7.54,-7.63,-11.31,27.07,49.16,21.33,-10.12,5.68,0.00%
160133,南方天元新产业股票(LOF),股票型,2026-06-04,4.1213,4.1213,-1.18,-2.87,-4.94,-3.67,3.15,26.85,34.3,22.99,0.51,312.13,0.15%
006803,嘉实互通精选股票,股票型,2026-06-04,1.5249,1.5249,-2.03,-4.2,-6.31,5.84,2.68,26.83,81.51,19.53,0.83,52.49,0.15%
018048,申万菱信数字产业股票型发起式A,股票型,2026-06-04,1.2283,1.2283,-1.78,-4.39,-2.26,-1.4,7.17,26.79,80.23,22.99,1.73,22.83,0.15%
007903,长城量化小盘股票A,股票型,2026-06-04,1.6056,1.6056,-0.71,-3.94,-0.28,3.6,14.38,26.7,39.51,25.22,11.53,60.54,0.15%
014364,银华沪港深增长股票C,股票型,2026-06-04,2.309,2.309,1.45,1.81,-1.32,-1.11,7.15,26.38,27.43,22.04,8.1,-13.23,0.00%
018049,申万菱信数字产业股票型发起式C,股票型,2026-06-04,1.2131,1.2131,-1.79,-4.41,-2.3,-1.51,6.96,26.27,78.79,21.5,1.56,21.31,0.00%
008295,朱雀企业优胜C,股票型,2026-06-04,1.6301,1.6301,-0.06,-2.92,5.97,14.47,15.91,26.07,47.31,28.72,16.83,63.01,0.00%
019272,长城量化小盘股票C,股票型,2026-06-04,1.5826,1.5826,-0.71,-3.96,-0.33,3.44,14.04,25.94,37.86,nan,11.25,21.44,0.00%
015891,富国上证50基本面精选股票发起式A,股票型,2026-06-04,1.2244,1.2244,-0.79,-1.97,-2.82,-4.18,3.23,25.61,25.57,31.61,-0.42,22.44,0.15%
004350,汇丰晋信价值先锋股票A,股票型,2026-06-04,2.3254,2.7254,-0.83,-1.69,-0.89,-2.97,4.32,24.87,44.77,15.58,3.55,184.87,0.15%
015892,富国上证50基本面精选股票发起式C,股票型,2026-06-04,1.1967,1.1967,-0.8,-1.98,-2.87,-4.33,2.92,24.85,24.06,29.25,-0.68,19.67,0.00%
001167,金鹰科技创新股票A,股票型,2026-06-04,1.8734,2.2094,-1.29,-5.06,-4.27,-6.34,2.93,24.84,68.84,37.49,0.27,137.73,0.15%
167702,德邦量化优选股票(LOF)A,股票型,2026-06-04,1.3589,1.5689,-0.63,-0.04,1.66,7.34,9.17,24.4,30.95,5.35,6.82,55.07,0.12%
011722,前海开源深圳特区精选股票A,股票型,2026-06-04,1.0425,1.0425,0.14,0.68,3.24,3.45,-0.01,24.39,44.65,32.9,-1.47,4.25,0.15%
008445,融通产业趋势先锋股票,股票型,2026-06-04,1.6524,1.6524,1.48,-0.22,3.05,-2.2,8.0,24.37,31.27,26.37,6.55,65.24,0.15%
011723,前海开源深圳特区精选股票C,股票型,2026-06-04,1.0327,1.0327,0.15,0.68,3.23,3.43,-0.06,24.26,43.73,31.92,-1.52,3.27,0.00%
010141,朱雀企业优选A,股票型,2026-06-04,1.1701,1.1701,-0.44,-3.34,4.32,13.22,14.61,24.24,37.08,19.92,15.16,17.01,0.15%
015364,汇丰晋信价值先锋股票C,股票型,2026-06-04,2.2688,2.6688,-0.83,-1.7,-0.95,-3.12,4.01,24.13,43.04,13.51,3.29,27.05,0.00%
167703,德邦量化优选股票(LOF)C,股票型,2026-06-04,1.3145,1.5245,-0.63,-0.05,1.64,7.27,9.03,24.1,30.3,4.56,6.71,50.35,0.00%
001643,汇丰晋信智造先锋股票A,股票型,2026-06-04,2.4123,2.4123,1.39,-6.79,-12.38,-15.88,-6.93,24.1,22.7,-15.6,-11.2,141.16,0.15%
019093,金鹰科技创新股票C,股票型,2026-06-04,1.8404,2.1764,-1.29,-5.08,-4.33,-6.48,2.63,24.09,66.82,nan,0.01,47.35,0.00%
020772,中信建投量化选股股票A,股票型,2026-06-04,1.3879,1.3879,0.04,0.27,1.31,3.7,8.39,24.04,38.78,nan,6.16,38.79,1.50%
009106,嘉合同顺智选股票A,股票型,2026-06-04,0.9787,1.1287,-0.47,0.35,1.73,6.01,9.65,23.73,26.01,21.1,8.01,12.93,0.15%
009043,九泰久信量化股票,股票型,2026-06-04,1.1323,1.1323,-0.83,0.42,-5.61,-8.99,5.43,23.6,25.69,9.72,3.0,13.23,0.15%
020773,中信建投量化选股股票C,股票型,2026-06-04,1.3767,1.3767,0.04,0.27,1.27,3.59,8.17,23.55,37.67,nan,5.98,37.67,0.00%
001644,汇丰晋信智造先锋股票C,股票型,2026-06-04,2.2892,2.2892,1.39,-6.8,-12.43,-15.99,-7.16,23.48,21.48,-16.85,-11.39,128.85,0.00%
010142,朱雀企业优选C,股票型,2026-06-04,1.1179,1.1179,-0.45,-3.35,4.23,12.99,14.15,23.25,34.88,17.07,14.76,11.79,0.00%
009107,嘉合同顺智选股票C,股票型,2026-06-04,0.9478,1.0978,-0.46,0.34,1.68,5.88,9.37,23.11,24.76,19.28,7.78,9.48,0.00%
009126,嘉实基础产业优选股票A,股票型,2026-06-04,1.5245,1.5245,0.41,-1.94,-3.27,-6.66,-3.27,22.83,42.78,35.74,-4.8,52.45,0.15%
163110,申万菱信量化小盘股票(LOF)A,股票型,2026-06-04,2.4438,3.5274,-0.5,-3.42,-2.23,-2.75,5.76,22.67,47.72,19.01,1.52,314.18,0.15%
008537,兴银研究精选股票A,股票型,2026-06-04,1.0649,1.0649,-1.43,-3.22,-12.73,-15.01,-2.49,22.54,35.5,16.59,-9.35,6.49,0.15%
011077,汇丰晋信创新先锋,股票型,2026-06-04,1.0705,1.0705,-0.85,0.59,1.46,2.14,0.18,22.22,65.94,46.91,2.24,7.05,0.15%
009127,嘉实基础产业优选股票C,股票型,2026-06-04,1.475,1.475,0.42,-1.94,-3.32,-6.79,-3.53,22.21,41.03,33.39,-5.01,47.5,0.00%
013918,申万菱信量化小盘股票(LOF)C,股票型,2026-06-04,2.391,2.391,-0.51,-3.43,-2.28,-2.86,5.52,22.13,46.48,17.17,1.33,-2.0,0.00%
005189,海富通量化前锋股票A,股票型,2026-06-04,1.4125,1.7265,-0.46,-0.7,0.78,4.24,5.66,21.95,22.05,5.74,3.5,66.7,0.15%
021915,博道大盘价值股票A,股票型,2026-06-04,1.1395,1.1395,-0.34,-1.24,1.16,3.21,9.05,21.94,nan,nan,8.02,13.95,0.15%
008538,兴银研究精选股票C,股票型,2026-06-04,1.0319,1.0319,-1.43,-3.23,-12.77,-15.12,-2.73,21.93,34.15,14.86,-9.54,3.19,0.00%
019457,平安先进制造主题股票发起A,股票型,2026-06-04,1.888,1.888,0.39,-4.77,6.58,3.04,3.9,21.59,109.2,nan,-1.15,88.8,0.15%
001097,华泰柏瑞积极优选股票A,股票型,2026-06-04,1.404,1.404,-1.06,0.29,-3.04,-5.01,0.14,21.56,35.13,23.48,-0.28,40.4,0.15%
005188,海富通量化前锋股票C,股票型,2026-06-04,1.3933,1.7073,-0.46,-0.7,0.74,4.13,5.45,21.44,21.06,4.47,3.32,64.32,0.00%
162107,金鹰先进制造股票(LOF)A,股票型,2026-06-04,0.7631,0.7631,0.36,-4.79,-6.6,-11.04,9.86,21.4,25.74,-0.51,-3.29,23.11,0.15%
021916,博道大盘价值股票C,股票型,2026-06-04,1.1308,1.1308,-0.34,-1.25,1.12,3.08,8.78,21.32,nan,nan,7.79,13.08,0.00%
001178,前海开源再融资股票,股票型,2026-06-04,1.41,1.99,-0.42,-1.05,-4.08,-3.95,0.5,20.93,37.16,-0.63,-2.62,110.93,0.15%
013479,金鹰先进制造股票(LOF)C,股票型,2026-06-04,0.7497,0.7497,0.35,-4.79,-6.63,-11.13,9.62,20.9,24.72,-1.7,-3.46,-29.02,0.00%
019458,平安先进制造主题股票发起C,股票型,2026-06-04,1.859,1.859,0.39,-4.78,6.52,2.88,3.59,20.86,106.72,nan,-1.4,85.9,0.00%
016283,华泰柏瑞积极优选股票C,股票型,2026-06-04,1.372,1.372,-1.08,0.22,-3.18,-5.18,-0.15,20.77,33.46,21.31,-0.58,25.53,0.00%
008860,民生加银龙头优选股票A,股票型,2026-06-04,1.2218,1.2218,-0.84,0.3,-2.05,-5.4,-0.57,20.66,24.85,23.75,-0.88,22.18,0.15%
022358,民生加银龙头优选股票C,股票型,2026-06-04,1.2143,1.2143,-0.84,0.3,-2.08,-5.5,-0.75,20.19,nan,nan,-1.04,20.49,0.00%
011285,民生价值优选6个月持有股票A,股票型,2026-06-04,0.7195,0.7195,-0.9,0.06,-1.25,-3.95,4.99,19.84,22.61,20.1,3.47,-28.05,0.15%
008618,永赢医药健康A,股票型,2026-06-04,1.024,1.024,-1.08,-4.82,-10.25,5.95,-0.1,19.71,11.85,-11.46,5.03,2.4,0.15%
540008,汇丰晋信低碳先锋股票A,股票型,2026-06-04,2.4757,2.5757,1.03,-6.91,-11.95,-14.71,-5.59,19.59,11.18,-24.49,-9.85,169.97,0.15%
009877,中银内核驱动股票A,股票型,2026-06-04,0.8092,0.8092,1.18,1.8,10.07,10.71,14.36,19.49,34.4,14.96,14.98,-19.08,0.15%
008619,永赢医药健康C,股票型,2026-06-04,1.0116,1.0116,-1.09,-4.83,-10.28,5.89,-0.2,19.46,11.41,-12.0,4.94,1.16,0.00%
011384,南方远见回报股票A,股票型,2026-06-04,1.2608,1.2608,0.21,-2.27,0.65,12.04,13.58,19.43,26.9,54.43,15.41,26.08,0.15%
011286,民生价值优选6个月持有股票C,股票型,2026-06-04,0.7055,0.7055,-0.9,0.04,-1.27,-4.05,4.81,19.39,21.68,18.69,3.31,-29.45,0.00%
001528,诺安先进制造股票A,股票型,2026-06-04,3.416,3.416,-0.32,-2.26,0.59,0.68,6.55,19.36,25.73,25.59,4.11,241.6,0.15%
012600,中银内核驱动股票C,股票型,2026-06-04,0.791,0.791,1.16,1.79,10.0,10.58,14.11,19.0,33.14,13.41,14.75,-36.65,0.00%
013511,汇丰晋信低碳先锋股票C,股票型,2026-06-04,2.4188,2.4188,1.03,-6.91,-11.99,-14.82,-5.82,19.0,10.08,-25.61,-10.04,-49.69,0.00%
019607,诺安先进制造股票C,股票型,2026-06-04,3.372,3.372,-0.33,-2.29,0.54,0.54,6.27,18.73,24.47,nan,3.88,25.45,0.00%
011385,南方远见回报股票C,股票型,2026-06-04,1.2215,1.2215,0.2,-2.29,0.59,11.86,13.23,18.71,25.33,51.61,15.11,22.15,0.00%
002332,汇丰晋信沪港深A,股票型,2026-06-04,1.5665,1.6215,-1.6,0.77,-6.1,-10.36,-7.67,18.45,40.03,34.24,-7.27,64.69,0.15%
000985,嘉实逆向策略股票,股票型,2026-06-04,1.593,1.593,-0.75,-1.12,-3.16,-1.85,3.91,18.18,6.2,-12.33,-0.87,59.3,0.15%
000729,建信中小盘先锋股票A,股票型,2026-06-04,3.639,3.639,0.41,-2.73,-3.55,-5.6,0.03,18.07,15.82,1.73,-2.78,263.9,0.15%
002333,汇丰晋信沪港深C,股票型,2026-06-04,1.485,1.54,-1.6,0.76,-6.14,-10.47,-7.9,17.86,38.44,32.04,-7.47,56.21,0.00%
012214,民生加银核心资产股票A,股票型,2026-06-04,0.8033,0.8033,-0.95,0.65,-5.18,-6.98,0.44,17.75,19.15,16.05,-0.3,-19.67,0.15%
013919,建信中小盘先锋股票C,股票型,2026-06-04,3.572,3.572,0.42,-2.75,-3.59,-5.68,-0.17,17.58,14.89,0.53,-2.93,-9.48,0.00%
021049,易方达高股息量化选股股票发起式A,股票型,2026-06-04,1.2054,1.2054,-0.95,1.32,-2.89,-0.24,3.38,17.43,nan,nan,3.84,20.54,0.15%
008871,大成睿裕六月持有股票A,股票型,2026-06-04,1.6813,1.6813,-0.51,-1.52,-5.13,-4.75,-0.91,17.38,24.81,34.91,-2.15,68.13,0.15%
012215,民生加银核心资产股票C,股票型,2026-06-04,0.7888,0.7888,-0.95,0.65,-5.22,-7.07,0.24,17.28,18.21,14.67,-0.47,-21.12,0.00%
001043,工银美丽城镇股票A,股票型,2026-06-04,1.903,2.327,-0.63,-1.91,-7.85,-14.39,-6.39,17.11,22.38,4.68,-7.22,130.42,0.15%
021050,易方达高股息量化选股股票发起式C,股票型,2026-06-04,1.2003,1.2003,-0.96,1.31,-2.94,-0.35,3.16,16.97,nan,nan,3.65,20.03,0.00%
001577,嘉实低价策略股票,股票型,2026-06-04,2.653,2.653,-1.04,-0.97,-4.43,-5.01,0.45,16.77,20.26,19.56,-4.71,165.3,0.15%
007853,华商计算机行业量化股票发起式A,股票型,2026-06-04,1.3126,1.3126,-1.67,-3.69,-2.1,0.36,3.94,16.77,54.86,4.89,0.11,31.26,0.15%
008872,大成睿裕六月持有股票C,股票型,2026-06-04,1.622,1.622,-0.52,-1.54,-5.19,-4.9,-1.21,16.67,23.33,32.52,-2.4,62.2,0.00%
006138,国联安价值优选股票,股票型,2026-06-04,2.2313,2.2313,-0.85,-2.2,-4.87,-8.31,2.35,16.52,20.34,16.74,0.25,123.13,0.15%
011478,工银美丽城镇股票C,股票型,2026-06-04,1.857,2.275,-0.59,-1.9,-7.89,-14.5,-6.64,16.5,21.21,3.17,-7.38,-20.92,0.00%
017628,华商计算机行业量化股票发起式C,股票型,2026-06-04,1.2952,1.2952,-1.68,-3.7,-2.15,0.26,3.72,16.3,53.62,3.64,-0.05,35.68,0.00%
022164,西部利得央企优选股票A,股票型,2026-06-04,1.0192,1.2292,-0.98,-0.32,-5.43,-4.64,0.69,16.21,nan,nan,-0.82,24.41,0.15%
011824,浙商汇金量化臻选股票A,股票型,2026-06-04,1.142,1.142,-1.59,-4.98,-4.42,-5.71,0.11,16.08,41.55,32.91,-2.29,14.2,0.15%
016444,中泰研究精选6个月持有股票A,股票型,2026-06-04,1.094,1.094,-0.78,-1.27,-4.11,-0.36,5.95,15.8,16.69,13.51,3.91,9.4,0.15%
022165,西部利得央企优选股票C,股票型,2026-06-04,1.0125,1.2225,-0.99,-0.33,-5.46,-4.75,0.49,15.74,nan,nan,-0.99,23.67,0.00%
019338,创金合信启富优选股票发起A,股票型,2026-06-04,1.4216,1.4216,-1.62,-3.08,-9.82,-8.25,-2.25,15.58,57.1,nan,-2.06,42.16,0.15%
011825,浙商汇金量化臻选股票C,股票型,2026-06-04,1.1142,1.1142,-1.59,-5.0,-4.46,-5.82,-0.14,15.5,40.13,30.93,-2.5,11.42,0.00%
011349,淳厚现代服务业股票A,股票型,2026-06-04,1.2797,1.2797,-0.19,0.75,3.54,3.45,-0.94,15.25,29.81,33.54,0.85,27.97,1.50%
016445,中泰研究精选6个月持有股票C,股票型,2026-06-04,1.0746,1.0746,-0.78,-1.29,-4.16,-0.5,5.67,15.21,15.54,11.81,3.69,7.46,0.00%
002595,博时工业4.0主题股票,股票型,2026-06-04,1.588,1.588,-0.87,0.0,-0.87,4.68,12.54,15.07,12.94,-11.88,13.11,58.8,0.15%
019339,创金合信启富优选股票发起C,股票型,2026-06-04,1.4029,1.4029,-1.61,-3.08,-9.86,-8.37,-2.49,15.0,55.55,nan,-2.26,40.29,0.00%
011350,淳厚现代服务业股票C,股票型,2026-06-04,1.2432,1.2432,-0.19,0.74,3.48,3.3,-1.24,14.56,28.22,31.13,0.6,24.32,0.00%
019124,博道红利智航股票A,股票型,2026-06-04,1.2377,1.3297,-0.48,1.92,-1.43,-1.24,5.21,14.56,22.52,nan,4.86,34.23,1.20%
019125,博道红利智航股票C,股票型,2026-06-04,1.2244,1.3164,-0.49,1.91,-1.46,-1.35,5.0,14.1,21.55,nan,4.69,32.85,0.00%
011042,国泰价值先锋股票A,股票型,2026-06-04,1.0373,1.0373,-0.52,-3.74,-7.52,-1.28,-4.36,13.8,42.6,20.18,-3.66,3.73,0.15%
001319,农银信息传媒股票A,股票型,2026-06-04,1.1829,1.1829,-0.24,-2.55,-1.57,1.97,4.4,13.66,31.52,2.59,1.68,18.29,0.15%
018589,农银信息传媒股票C,股票型,2026-06-04,1.1694,1.1694,-0.23,-2.56,-1.61,1.87,4.2,13.19,30.5,1.42,1.5,2.1,0.00%
011043,国泰价值先锋股票C,股票型,2026-06-04,0.9952,0.9952,-0.51,-3.75,-7.6,-1.48,-4.74,12.96,40.41,17.39,-3.98,-0.48,0.00%
000955,南方产业活力,股票型,2026-06-04,1.6091,1.6091,-1.1,1.62,0.36,-0.39,-0.41,12.82,16.16,17.37,-2.32,60.91,0.15%
013004,国泰价值领航股票A,股票型,2026-06-04,0.7251,0.7251,-0.33,-1.25,1.85,-2.36,6.52,12.8,9.66,-5.17,1.29,-27.49,0.15%
021979,兴全红利量化选股股票A,股票型,2026-06-04,1.0834,1.1644,-0.3,1.96,-2.03,-3.67,1.98,12.13,nan,nan,4.03,16.76,0.15%
013005,国泰价值领航股票C,股票型,2026-06-04,0.7047,0.7047,-0.34,-1.26,1.79,-2.5,6.19,12.12,8.35,-6.87,1.02,-29.53,0.00%
376510,摩根大盘蓝筹股票A,股票型,2026-06-04,2.2955,2.2955,-1.23,-0.05,-6.2,-8.18,-3.06,11.69,4.22,-5.56,-5.7,129.55,0.15%
011457,新华行业龙头主题股票,股票型,2026-06-04,0.6798,0.6798,-0.95,-2.73,-3.79,-6.26,3.75,11.59,14.81,-20.67,0.06,-32.02,0.15%
011651,招商港股通核心精选股票A,股票型,2026-06-04,0.903,0.903,-0.81,-3.11,2.63,-4.04,2.45,11.51,35.79,26.01,3.08,-9.7,0.15%
001054,工银新金融股票A,股票型,2026-06-04,3.057,3.057,-0.78,-0.59,-4.02,1.43,0.82,11.49,30.98,23.37,-1.67,205.7,0.15%
021980,兴全红利量化选股股票C,股票型,2026-06-04,1.0789,1.1538,-0.3,1.95,-2.09,-3.82,1.67,11.47,nan,nan,3.77,15.65,0.00%
022344,景顺长城红利量化选股股票A,股票型,2026-06-04,1.1449,1.1449,-0.54,2.03,-2.3,-1.38,4.83,11.47,nan,nan,4.78,14.5,0.12%
010703,财通智选消费股票A,股票型,2026-06-04,0.7408,0.7408,-0.46,-1.82,1.54,3.61,5.56,11.33,11.73,-0.66,1.84,-25.92,0.15%
009896,广发港股通成长精选股票A,股票型,2026-06-04,0.7083,0.7083,-0.48,-0.63,2.58,7.58,6.4,11.3,37.67,21.91,10.14,-29.17,0.15%
022345,景顺长城红利量化选股股票C,股票型,2026-06-04,1.1388,1.1388,-0.53,2.03,-2.32,-1.47,4.62,11.03,nan,nan,4.6,13.89,0.00%
016401,摩根大盘蓝筹股票C,股票型,2026-06-04,2.2286,2.2286,-1.24,-0.07,-6.25,-8.32,-3.36,11.01,2.98,-7.25,-5.95,-22.2,0.00%
000893,工银创新动力股票,股票型,2026-06-04,1.242,1.242,-0.48,0.73,-2.44,-6.41,-0.56,10.99,14.36,14.47,-2.59,24.2,0.15%
017931,富达传承6个月股票A,股票型,2026-06-04,1.2256,1.2256,0.48,-7.19,-9.09,-13.13,-0.39,10.99,26.9,24.41,-12.95,22.6,0.15%
000326,南方中小盘成长股票A,股票型,2026-06-04,1.1621,1.9931,-0.87,-0.33,-6.34,-6.85,2.17,10.92,16.84,-0.02,1.27,99.19,0.15%
021187,摩根红利优选股票A,股票型,2026-06-04,1.2323,1.2323,-0.45,2.35,-3.06,-3.0,3.98,10.92,nan,nan,4.51,23.23,0.15%
013355,工银新金融股票C,股票型,2026-06-04,2.985,2.985,-0.8,-0.6,-4.08,1.29,0.54,10.88,29.67,21.49,-1.91,-10.33,0.00%
010704,财通智选消费股票C,股票型,2026-06-04,0.725,0.725,-0.47,-1.83,1.48,3.5,5.33,10.87,10.82,-1.85,1.65,-27.5,0.00%
009897,广发港股通成长精选股票C,股票型,2026-06-04,0.6918,0.6918,-0.47,-0.63,2.55,7.47,6.17,10.83,36.48,20.38,9.93,-30.82,0.00%
011104,光大智能汽车主题股票A,股票型,2026-06-04,0.9002,0.9002,0.04,-2.43,-9.4,0.52,-1.38,10.66,35.67,16.44,-6.28,-9.98,0.15%
