板块代码,板块名称,交易日期,融资余额,融资买入额,融资偿还额,融资净买入,融券余额,融券卖出量,融券偿还量,融券净卖出,板块类型
1013,华为欧拉,2026-01-27 00:00:00,12975644214,619528581,711034866,-91506285,40204541.1,60700,278332,-8592262.3388,财富通概念
856,工业大麻,2026-01-27 00:00:00,12936880841,805247276,817921671,-12674395,38410873.34,257100,25400,2712178.27,财富通概念
895,维生素,2026-01-27 00:00:00,12920666858,1068437131,1165586747,-97149616,40765973.77,96500,118242,154625.4544,财富通概念
890,MLCC,2026-01-27 00:00:00,12903634117,2434804133,2282560278,152243855,90621513.0,115200,146310,-3681152.272,财富通概念
1185,冰雪经济,2026-01-27 00:00:00,12866997184,964943192,1015667612,-50724420,33015606.72,199100,90230,763983.732,财富通概念
1049,EDR概念,2026-01-27 00:00:00,12863667242,1869781539,1857929978,11851561,65080623.0,124700,41300,5899720.89,财富通概念
932,尾气治理,2026-01-27 00:00:00,12613770448,1888439327,1819304394,69134933,39121213.0,161600,304100,-360365.83,财富通概念
1011,环氧丙烷,2026-01-27 00:00:00,12548586217,1265447385,1330737991,-65290606,51761456.6,512700,300400,-297503.61,财富通概念
961,有机硅,2026-01-27 00:00:00,12387143950,1467464212,1493330190,-25865978,46330238.51,101295,238400,-198189.8875,财富通概念
176,海南板块,2026-01-27 00:00:00,12375005797,2208685381,2301944861,-93259480,56991192.06,453003,327300,282282.1502,财富通地域
1125,电子后视镜,2026-01-27 00:00:00,12282206619,766053031,873472950,-107419919,28984276.5,83200,22100,1471035.74,财富通概念
471,化纤行业,2026-01-27 00:00:00,12243151474,1037806868,877967598,159839270,70368658.75,159449,278699,-308864.67,财富通行业
946,EDA概念,2026-01-27 00:00:00,12220129614,1084635464,1233836290,-149200826,25819655.37,46652,35000,612011.6216,财富通概念
699,全息技术,2026-01-27 00:00:00,12175106996,702544394,782915031,-80370637,31093048.0,76700,67300,-1427005.61,财富通概念
614,食品安全,2026-01-27 00:00:00,12148636753,1137371533,1222357967,-84986434,41488460.9,187300,130300,1384346.81,财富通概念
1026,调味品概念,2026-01-27 00:00:00,12066890247,589029998,551798846,37231152,41609576.39,105600,211400,-1986892.98,财富通概念
1080,新型城镇化,2026-01-27 00:00:00,12039726185,1281431704,1288164170,-6732466,18727102.0,119900,60500,263393.93,财富通概念
1056,幽门螺杆菌概念,2026-01-27 00:00:00,12010905783,1174805765,1131992231,42813534,51922974.0,190800,74418,1787290.7496,财富通概念
692,旅游概念,2026-01-27 00:00:00,11812973410,904563180,889484272,15078908,43663262.48,447200,93800,2298520.91,财富通概念
606,油气设服,2026-01-27 00:00:00,11777103475,1599370782,1870191937,-270821155,68953539.1,720900,458200,2299342.6,财富通概念
729,船舶制造,2026-01-27 00:00:00,11723674562,712710284,814429286,-101719002,13760998.0,11400,144200,-4442203.75,财富通行业
1158,微盘股,2026-01-27 00:00:00,11688877314,937954170,917203276,20750894,9098634.68,32300,84372,-257772.7544,财富通概念
1133,ERP概念,2026-01-27 00:00:00,11595050144,979908888,1018909190,-39000302,43964879.29,67000,45400,350107.99,财富通概念
1113,复合集流体,2026-01-27 00:00:00,11567316132,966608804,1062387665,-95778861,25152543.71,52300,169800,-1720536.05,财富通概念
429,交运设备,2026-01-27 00:00:00,11559769920,679186708,760385609,-81198901,50756859.9,97727,453300,-1159065.1987,财富通行业
603,页岩气,2026-01-27 00:00:00,11459467677,1176215605,1506129635,-329914030,105512872.0,1177100,1177100,820149.97,财富通概念
738,多元金融,2026-01-27 00:00:00,11315700000,699104258,670375072,28729186,40848449.35,341300,781400,-2648890.12,财富通行业
484,贸易行业,2026-01-27 00:00:00,11236119717,888220715,906393537,-18172822,29274987.0,523100,192900,1217481.73,财富通行业
163,青海板块,2026-01-27 00:00:00,10805573163,1550149280,1491205487,58943793,110243036.0,68700,134200,-2755342.74,财富通地域
904,广电,2026-01-27 00:00:00,10730707634,806057681,910556134,-104498453,32935195.32,231800,311154,-1217994.6644,财富通概念
1025,预制菜概念,2026-01-27 00:00:00,10710244629,649842618,647861604,1981014,45370502.0,166900,93600,671950.5,财富通概念
993,宠物经济,2026-01-27 00:00:00,10494750934,1114546939,939139150,175407789,33827629.19,113500,112499,699388.5492,财富通概念
739,工程机械,2026-01-27 00:00:00,10457377132,978530230,937034028,41496202,80834032.79,398000,285800,1827764.01,财富通行业
1030,电机,2026-01-27 00:00:00,10415358153,780163439,975253496,-195090057,45709619.57,69700,134020,-6046452.162,财富通行业
458,仪器仪表,2026-01-27 00:00:00,10336271251,1125313474,1330158929,-204845455,31678158.42,82300,33500,2035087.65,财富通行业
1006,碳基材料,2026-01-27 00:00:00,10026955945,895068372,888863847,6204525,23713763.17,163100,434783,-1531677.3432,财富通概念
724,海绵城市,2026-01-27 00:00:00,10009043792,1229872232,1239897134,-10024902,26823532.0,428100,630800,-2391783.8,财富通概念
1058,地下管网,2026-01-27 00:00:00,9727746894,724183185,788573384,-64390199,20446273.0,143900,109900,-638622.19,财富通概念
943,汽车拆解,2026-01-27 00:00:00,9679146787,846532744,813078289,33454455,21908697.0,236300,265600,-482406.54,财富通概念
464,石油行业,2026-01-27 00:00:00,9659191732,1068371115,1331444849,-263073734,62718309.0,1074200,809400,2528145.66,财富通行业
1054,DRG/DIP,2026-01-27 00:00:00,9599154247,684896421,765334492,-80438071,27772064.12,199600,273300,-963439.45,财富通概念
539,综合行业,2026-01-27 00:00:00,9508056704,471199517,516763974,-45564457,12753801.0,54200,42500,-82850.83,财富通行业
174,西藏板块,2026-01-27 00:00:00,9476364086,1064023995,981892502,82131493,31831060.0,106000,35000,1378691.87,财富通地域
965,社区团购,2026-01-27 00:00:00,9474486471,455740613,515282083,-59541470,33357049.0,92600,56500,-647286.61,财富通概念
1007,植物照明,2026-01-27 00:00:00,9316352004,839139919,800933352,38206567,8944527.0,52200,21300,486518.09,财富通概念
955,C2M概念,2026-01-27 00:00:00,9228885472,783652928,919455819,-135802891,17907929.94,178500,34400,641857.89,财富通概念
146,黑龙江,2026-01-27 00:00:00,9168685847,635954370,772089360,-136134990,49527991.44,128600,81300,224866.8,财富通地域
1077,统一大市场,2026-01-27 00:00:00,9146622540,678251920,710563802,-32311882,27219231.92,633300,383500,788902.02,财富通概念
1065,气溶胶检测,2026-01-27 00:00:00,9106577409,1123042170,982251340,140790830,23611146.0,185800,89700,402397.55,财富通概念
485,旅游酒店,2026-01-27 00:00:00,8943439804,795519035,713696422,81822613,33113265.7,59900,41400,637616.72,财富通行业
944,肝素概念,2026-01-27 00:00:00,8595493873,339871037,316663803,23207234,16872301.28,22600,66400,-791963.92,财富通概念
546,玻璃玻纤,2026-01-27 00:00:00,8589344346,968191227,1111571819,-143380592,35714809.25,127900,115800,737649.51,财富通行业
983,核污染防治,2026-01-27 00:00:00,8569301360,901127616,919503187,-18375571,14196331.84,432500,88700,103902.81,财富通概念
152,甘肃板块,2026-01-27 00:00:00,8490915376,1447920120,1458698688,-10778568,43196539.0,998600,944800,4341398.35,财富通地域
894,阿兹海默,2026-01-27 00:00:00,8451945067,713457574,779544184,-66086610,32331348.88,49700,65600,-745155.09,财富通概念
154,广西板块,2026-01-27 00:00:00,8433742539,643836833,622913593,20923240,32218251.0,133200,239600,-422690.85,财富通地域
892,乳业,2026-01-27 00:00:00,8212710679,533377063,379613002,153764061,39931480.0,126300,86500,691866.0,财富通概念
566,滨海新区,2026-01-27 00:00:00,8183518705,525239913,528953151,-3713238,27376756.0,412000,339200,654585.03,财富通概念
671,彩票概念,2026-01-27 00:00:00,8176360793,714072762,771648275,-57575513,42758604.0,184700,193200,277355.44,财富通概念
872,青蒿素,2026-01-27 00:00:00,8094788682,514219063,438203566,76015497,30285062.76,27900,44300,-675022.64,财富通概念
436,纺织服装,2026-01-27 00:00:00,7695658018,489699760,501589801,-11890041,20118416.34,152500,55900,300265.98,财富通行业
1086,粮食概念,2026-01-27 00:00:00,7624428128,523031608,529079349,-6047741,34784383.0,75600,266200,-1470995.22,财富通概念
420,航空机场,2026-01-27 00:00:00,7600876322,371846213,379099001,-7252788,32926953.48,118900,286600,-837563.34,财富通行业
1042,医药商业,2026-01-27 00:00:00,7584039414,705982258,701634068,4348190,37298854.06,508200,275600,1213472.36,财富通行业
424,水泥建材,2026-01-27 00:00:00,7572136797,357951349,375378894,-17427545,19837805.6,50600,197200,-1527952.04,财富通行业
730,农药兽药,2026-01-27 00:00:00,7553532613,745895577,757421322,-11525745,21961510.8,59898,79700,-196904.1672,财富通行业
1023,培育钻石,2026-01-27 00:00:00,7488578798,1520224500,1477853315,42371185,25583318.11,91500,134900,-1751517.89,财富通概念
849,京东金融,2026-01-27 00:00:00,7479614994,263898329,268518987,-4620658,16674296.56,82300,95900,78732.16,财富通概念
1119,PLC概念,2026-01-27 00:00:00,7467584161,783745381,1065127272,-281381891,37971937.31,48370,43821,229192.8104,财富通概念
1018,橡胶制品,2026-01-27 00:00:00,7440925001,495136421,551675985,-56539564,23847893.44,66100,169200,-1583345.48,财富通行业
1066,民爆概念,2026-01-27 00:00:00,7379267222,828791131,968557115,-139765984,19719095.0,41100,137000,-1489872.91,财富通概念
669,生态农业,2026-01-27 00:00:00,7096707649,747837201,857334059,-109496858,28751083.0,122700,97200,-2135662.4,财富通概念
1179,房屋检测,2026-01-27 00:00:00,6918223978,549718189,599784122,-50065933,27374728.88,449600,229549,-711727.1691,财富通概念
1132,MLOps概念,2026-01-27 00:00:00,6883099471,536998985,557995647,-20996662,11022911.05,7900,71444,-187914.8896,财富通概念
1035,美容护理,2026-01-27 00:00:00,6761677197,355114967,330415516,24699451,25960132.83,16500,34165,-513495.713,财富通行业
1143,空间计算,2026-01-27 00:00:00,6710529995,1083079071,1026996945,56082126,12529636.8,90000,26500,320958.68,财富通概念
1076,建筑节能,2026-01-27 00:00:00,6615696038,761230242,796158549,-34928307,15699340.4,215000,96900,671439.81,财富通概念
928,抖音小店,2026-01-27 00:00:00,6490447153,551213607,590561075,-39347468,20670731.69,87900,95300,-64483.81,财富通概念
887,鸡肉概念,2026-01-27 00:00:00,6341994089,396151062,323768973,72382089,37866382.4,83900,48200,437892.55,财富通概念
855,纳米银,2026-01-27 00:00:00,6246371921,879578928,882313294,-2734366,11482100.0,99500,29700,1446826.66,财富通概念
914,医废处理,2026-01-27 00:00:00,6225917265,435485914,439852926,-4367012,12361308.2,125500,128700,-464395.52,财富通概念
1121,第四代半导体,2026-01-27 00:00:00,6190402346,906012102,979528741,-73516639,51928833.85,5900,134100,-4559491.36,财富通概念
1017,采掘行业,2026-01-27 00:00:00,6143896094,757352981,854623891,-97270910,28789583.0,593800,378300,1774821.78,财富通行业
817,昨日触板,2026-01-27 00:00:00,5958089126,3004653660,2595691683,408961977,23409553.32,1050300,137500,6116743.13,财富通概念
807,共享经济,2026-01-27 00:00:00,5921016712,503234324,537165370,-33931046,16072480.6,69000,90400,-394916.22,财富通概念
967,水产养殖,2026-01-27 00:00:00,5878079514,327596384,331768590,-4172206,18698543.0,59800,86100,-265071.9,财富通概念
